fiveTuple,srcIP,dstIP,protocol,srcPort,dstPort,flowDuration,flowLength,fwdFlowLength,bwdFlowLength,packetSizeTotal,packetSizeMean,packetSizeStd,packetSizeMin,packetSizeMax,fwdPacketSizeTotal,bwdPacketSizeTotal,fwdPacketSizeMean,bwdPacketSizeMean,fwdPacketSizeStd,bwdPacketSizeStd,fwdPacketSizeMin,bwdPacketSizeMin,fwdPacketSizeMax,bwdPacketSizeMax,IATMean,IATStd,IATMin,IATMax,fwdIATTotal,bwdIATTotal,fwdIATMean,bwdIATMean,fwdIATStd,bwdIATStd,fwdIATMin,bwdIATMin,fwdIATMax,bwdIATMax
198.199.96.210--138.68.177.159--TCP--38222--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38222,537561000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6555000.000000,28832000.000000,2000.000000,137392000.000000,0.000000,537561000.000000,0.000000,6555000.000000,0.000000,28832000.000000,0.000000,2000.000000,0.000000,137392000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50066,198.199.96.210,138.68.177.159,TCP,50066,8080(http-alt),4029144000.000000,83.000000,0.000000,83.000000,15284.000000,184.144578,157.036879,66.000000,399.000000,0.000000,15284.000000,184.144578,184.144578,0.000000,157.036879,0.000000,66.000000,0.000000,399.000000,49135000.000000,62691000.000000,3000.000000,136337000.000000,0.000000,4029144000.000000,0.000000,49135000.000000,0.000000,62691000.000000,0.000000,3000.000000,0.000000,136337000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38292,198.199.96.210,138.68.177.159,TCP,38292,8080(http-alt),3040352000.000000,83.000000,0.000000,83.000000,12336.000000,148.626506,141.763481,66.000000,403.000000,0.000000,12336.000000,148.626506,148.626506,0.000000,141.763481,0.000000,66.000000,0.000000,403.000000,37077000.000000,57453000.000000,3000.000000,136062000.000000,0.000000,3040352000.000000,0.000000,37077000.000000,0.000000,57453000.000000,0.000000,3000.000000,0.000000,136062000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40386,198.199.96.210,138.68.177.159,TCP,40386,8080(http-alt),3711707000.000000,83.000000,0.000000,83.000000,14648.000000,176.481928,154.860323,66.000000,408.000000,0.000000,14648.000000,176.481928,176.481928,0.000000,154.860323,0.000000,66.000000,0.000000,408.000000,45264000.000000,61409000.000000,3000.000000,133561000.000000,0.000000,3711707000.000000,0.000000,45264000.000000,0.000000,61409000.000000,0.000000,3000.000000,0.000000,133561000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58650,198.199.96.210,138.68.177.159,TCP,58650,8080(http-alt),3231285000.000000,70.000000,0.000000,70.000000,12471.000000,178.157143,155.284406,66.000000,400.000000,0.000000,12471.000000,178.157143,178.157143,0.000000,155.284406,0.000000,66.000000,0.000000,400.000000,46830000.000000,62045000.000000,3000.000000,143315000.000000,0.000000,3231285000.000000,0.000000,46830000.000000,0.000000,62045000.000000,0.000000,3000.000000,0.000000,143315000.000000
198.199.96.210--138.68.177.159--TCP--38328--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38328,924400000.000000,83.000000,0.000000,83.000000,193074.000000,2326.192771,1125.857408,66.000000,2962.000000,0.000000,193074.000000,2326.192771,2326.192771,0.000000,1125.857408,0.000000,66.000000,0.000000,2962.000000,11273000.000000,34175000.000000,1000.000000,136064000.000000,0.000000,924400000.000000,0.000000,11273000.000000,0.000000,34175000.000000,0.000000,1000.000000,0.000000,136064000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58648,198.199.96.210,138.68.177.159,TCP,58648,8080(http-alt),3106530000.000000,70.000000,0.000000,70.000000,12141.000000,173.442857,153.597864,66.000000,400.000000,0.000000,12141.000000,173.442857,173.442857,0.000000,153.597864,0.000000,66.000000,0.000000,400.000000,45022000.000000,61151000.000000,4000.000000,141824000.000000,0.000000,3106530000.000000,0.000000,45022000.000000,0.000000,61151000.000000,0.000000,4000.000000,0.000000,141824000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58658,198.199.96.210,138.68.177.159,TCP,58658,8080(http-alt),3742305000.000000,68.000000,0.000000,68.000000,13645.000000,200.661765,160.961688,66.000000,400.000000,0.000000,13645.000000,200.661765,200.661765,0.000000,160.961688,0.000000,66.000000,0.000000,400.000000,55855000.000000,63861000.000000,3000.000000,142695000.000000,0.000000,3742305000.000000,0.000000,55855000.000000,0.000000,63861000.000000,0.000000,3000.000000,0.000000,142695000.000000
198.199.96.210--138.68.177.159--TCP--58900--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58900,919033000.000000,83.000000,0.000000,83.000000,193386.000000,2329.951807,1118.803512,66.000000,2962.000000,0.000000,193386.000000,2329.951807,2329.951807,0.000000,1118.803512,0.000000,66.000000,0.000000,2962.000000,11207000.000000,34227000.000000,1000.000000,134333000.000000,0.000000,919033000.000000,0.000000,11207000.000000,0.000000,34227000.000000,0.000000,1000.000000,0.000000,134333000.000000
198.199.96.210--138.68.177.159--TCP--55064--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55064,531108000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6476000.000000,28547000.000000,4000.000000,134437000.000000,0.000000,531108000.000000,0.000000,6476000.000000,0.000000,28547000.000000,0.000000,4000.000000,0.000000,134437000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55358,198.199.96.210,138.68.177.159,TCP,55358,8080(http-alt),681309000.000000,16.000000,0.000000,16.000000,2680.000000,167.500000,150.554807,66.000000,393.000000,0.000000,2680.000000,167.500000,167.500000,0.000000,150.554807,0.000000,66.000000,0.000000,393.000000,45420000.000000,59494000.000000,77000.000000,131724000.000000,0.000000,681309000.000000,0.000000,45420000.000000,0.000000,59494000.000000,0.000000,77000.000000,0.000000,131724000.000000
198.199.96.210--138.68.177.159--TCP--38028--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38028,398395000.000000,62.000000,0.000000,62.000000,138286.000000,2230.419355,1192.237197,66.000000,2962.000000,0.000000,138286.000000,2230.419355,2230.419355,0.000000,1192.237197,0.000000,66.000000,0.000000,2962.000000,6531000.000000,28641000.000000,6000.000000,133387000.000000,0.000000,398395000.000000,0.000000,6531000.000000,0.000000,28641000.000000,0.000000,6000.000000,0.000000,133387000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40430,198.199.96.210,138.68.177.159,TCP,40430,8080(http-alt),3364002000.000000,83.000000,0.000000,83.000000,12365.000000,148.975904,142.373171,66.000000,408.000000,0.000000,12365.000000,148.975904,148.975904,0.000000,142.373171,0.000000,66.000000,0.000000,408.000000,41024000.000000,58939000.000000,4000.000000,136551000.000000,0.000000,3364002000.000000,0.000000,41024000.000000,0.000000,58939000.000000,0.000000,4000.000000,0.000000,136551000.000000
198.199.96.210--138.68.177.159--TCP--38076--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38076,535647000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6532000.000000,28782000.000000,1000.000000,135049000.000000,0.000000,535647000.000000,0.000000,6532000.000000,0.000000,28782000.000000,0.000000,1000.000000,0.000000,135049000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50048,198.199.96.210,138.68.177.159,TCP,50048,8080(http-alt),4022205000.000000,83.000000,0.000000,83.000000,15279.000000,184.084337,156.956690,66.000000,396.000000,0.000000,15279.000000,184.084337,184.084337,0.000000,156.956690,0.000000,66.000000,0.000000,396.000000,49051000.000000,62237000.000000,4000.000000,135683000.000000,0.000000,4022205000.000000,0.000000,49051000.000000,0.000000,62237000.000000,0.000000,4000.000000,0.000000,135683000.000000
198.199.96.210--138.68.177.159--TCP--58904--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58904,919783000.000000,83.000000,0.000000,83.000000,193386.000000,2329.951807,1118.803512,66.000000,2962.000000,0.000000,193386.000000,2329.951807,2329.951807,0.000000,1118.803512,0.000000,66.000000,0.000000,2962.000000,11216000.000000,34090000.000000,2000.000000,133943000.000000,0.000000,919783000.000000,0.000000,11216000.000000,0.000000,34090000.000000,0.000000,2000.000000,0.000000,133943000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--5286,198.199.96.210,138.68.177.159,TCP,5286,8080(http-alt),3880450000.000000,83.000000,0.000000,83.000000,15313.000000,184.493976,157.503978,66.000000,398.000000,0.000000,15313.000000,184.493976,184.493976,0.000000,157.503978,0.000000,66.000000,0.000000,398.000000,47322000.000000,62293000.000000,4000.000000,148979000.000000,0.000000,3880450000.000000,0.000000,47322000.000000,0.000000,62293000.000000,0.000000,4000.000000,0.000000,148979000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--37038,198.199.96.210,138.68.177.159,TCP,37038,8080(http-alt),3314954000.000000,83.000000,0.000000,83.000000,12998.000000,156.602410,146.129167,66.000000,398.000000,0.000000,12998.000000,156.602410,156.602410,0.000000,146.129167,0.000000,66.000000,0.000000,398.000000,40426000.000000,58896000.000000,10000.000000,132983000.000000,0.000000,3314954000.000000,0.000000,40426000.000000,0.000000,58896000.000000,0.000000,10000.000000,0.000000,132983000.000000
198.199.96.210--138.68.177.159--TCP--38774--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38774,6440646000.000000,50.000000,0.000000,50.000000,8750.000000,175.000000,0.000000,175.000000,175.000000,0.000000,8750.000000,175.000000,175.000000,0.000000,0.000000,0.000000,175.000000,0.000000,175.000000,131441000.000000,3012000.000000,129650000.000000,145220000.000000,0.000000,6440646000.000000,0.000000,131441000.000000,0.000000,3012000.000000,0.000000,129650000.000000,0.000000,145220000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38796,198.199.96.210,138.68.177.159,TCP,38796,8080(http-alt),6437885000.000000,51.000000,0.000000,51.000000,17873.000000,350.450980,40.760089,66.000000,373.000000,0.000000,17873.000000,350.450980,350.450980,0.000000,40.760089,0.000000,66.000000,0.000000,373.000000,128757000.000000,3684000.000000,50000.000000,144971000.000000,0.000000,6437885000.000000,0.000000,128757000.000000,0.000000,3684000.000000,0.000000,50000.000000,0.000000,144971000.000000
198.199.96.210--138.68.177.159--TCP--38776--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38776,6445450000.000000,50.000000,0.000000,50.000000,8750.000000,175.000000,0.000000,175.000000,175.000000,0.000000,8750.000000,175.000000,175.000000,0.000000,0.000000,0.000000,175.000000,0.000000,175.000000,131539000.000000,3267000.000000,129741000.000000,148622000.000000,0.000000,6445450000.000000,0.000000,131539000.000000,0.000000,3267000.000000,0.000000,129741000.000000,0.000000,148622000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55606,198.199.96.210,138.68.177.159,TCP,55606,8080(http-alt),2864134000.000000,83.000000,0.000000,83.000000,10725.000000,129.216867,129.128501,66.000000,398.000000,0.000000,10725.000000,129.216867,129.216867,0.000000,129.128501,0.000000,66.000000,0.000000,398.000000,34928000.000000,55433000.000000,3000.000000,138746000.000000,0.000000,2864134000.000000,0.000000,34928000.000000,0.000000,55433000.000000,0.000000,3000.000000,0.000000,138746000.000000
198.199.96.210--138.68.177.159--TCP--55618--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55618,804084000.000000,83.000000,0.000000,83.000000,203374.000000,2450.289157,1019.450319,66.000000,2962.000000,0.000000,203374.000000,2450.289157,2450.289157,0.000000,1019.450319,0.000000,66.000000,0.000000,2962.000000,9805000.000000,32067000.000000,3000.000000,139472000.000000,0.000000,804084000.000000,0.000000,9805000.000000,0.000000,32067000.000000,0.000000,3000.000000,0.000000,139472000.000000
198.199.96.210--138.68.177.159--TCP--50062--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50062,546257000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6661000.000000,29384000.000000,1000.000000,144600000.000000,0.000000,546257000.000000,0.000000,6661000.000000,0.000000,29384000.000000,0.000000,1000.000000,0.000000,144600000.000000
198.199.96.210--138.68.177.159--TCP--5286--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),5286,537894000.000000,83.000000,0.000000,83.000000,195182.000000,2351.590361,1078.558420,378.000000,2962.000000,0.000000,195182.000000,2351.590361,2351.590361,0.000000,1078.558420,0.000000,378.000000,0.000000,2962.000000,6559000.000000,28910000.000000,2000.000000,135700000.000000,0.000000,537894000.000000,0.000000,6559000.000000,0.000000,28910000.000000,0.000000,2000.000000,0.000000,135700000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--5288,198.199.96.210,138.68.177.159,TCP,5288,8080(http-alt),3229286000.000000,83.000000,0.000000,83.000000,12329.000000,148.542169,141.616596,66.000000,396.000000,0.000000,12329.000000,148.542169,148.542169,0.000000,141.616596,0.000000,66.000000,0.000000,396.000000,39381000.000000,58501000.000000,3000.000000,141614000.000000,0.000000,3229286000.000000,0.000000,39381000.000000,0.000000,58501000.000000,0.000000,3000.000000,0.000000,141614000.000000
198.199.96.210--138.68.177.159--TCP--37120--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37120,807226000.000000,83.000000,0.000000,83.000000,195190.000000,2351.686747,1075.572920,66.000000,2962.000000,0.000000,195190.000000,2351.686747,2351.686747,0.000000,1075.572920,0.000000,66.000000,0.000000,2962.000000,9844000.000000,32261000.000000,2000.000000,136713000.000000,0.000000,807226000.000000,0.000000,9844000.000000,0.000000,32261000.000000,0.000000,2000.000000,0.000000,136713000.000000
198.199.96.210--138.68.177.159--TCP--58664--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58664,535260000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6527000.000000,28760000.000000,2000.000000,135187000.000000,0.000000,535260000.000000,0.000000,6527000.000000,0.000000,28760000.000000,0.000000,2000.000000,0.000000,135187000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38794,198.199.96.210,138.68.177.159,TCP,38794,8080(http-alt),6436448000.000000,50.000000,0.000000,50.000000,17691.000000,353.820000,3.247707,348.000000,367.000000,0.000000,17691.000000,353.820000,353.820000,0.000000,3.247707,0.000000,348.000000,0.000000,367.000000,131356000.000000,2618000.000000,129546000.000000,145113000.000000,0.000000,6436448000.000000,0.000000,131356000.000000,0.000000,2618000.000000,0.000000,129546000.000000,0.000000,145113000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38076,198.199.96.210,138.68.177.159,TCP,38076,8080(http-alt),2811729000.000000,57.000000,0.000000,57.000000,10613.000000,186.192982,157.380134,66.000000,402.000000,0.000000,10613.000000,186.192982,186.192982,0.000000,157.380134,0.000000,66.000000,0.000000,402.000000,50209000.000000,62369000.000000,7000.000000,134058000.000000,0.000000,2811729000.000000,0.000000,50209000.000000,0.000000,62369000.000000,0.000000,7000.000000,0.000000,134058000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40440,198.199.96.210,138.68.177.159,TCP,40440,8080(http-alt),2862325000.000000,83.000000,0.000000,83.000000,10705.000000,128.975904,128.632846,66.000000,396.000000,0.000000,10705.000000,128.975904,128.975904,0.000000,128.632846,0.000000,66.000000,0.000000,396.000000,34906000.000000,56080000.000000,3000.000000,152582000.000000,0.000000,2862325000.000000,0.000000,34906000.000000,0.000000,56080000.000000,0.000000,3000.000000,0.000000,152582000.000000
198.199.96.210--138.68.177.159--TCP--50052--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50052,538046000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6561000.000000,28898000.000000,3000.000000,135709000.000000,0.000000,538046000.000000,0.000000,6561000.000000,0.000000,28898000.000000,0.000000,3000.000000,0.000000,135709000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38212,198.199.96.210,138.68.177.159,TCP,38212,8080(http-alt),4275752000.000000,83.000000,0.000000,83.000000,15931.000000,191.939759,158.999079,66.000000,402.000000,0.000000,15931.000000,191.939759,191.939759,0.000000,158.999079,0.000000,66.000000,0.000000,402.000000,52143000.000000,63287000.000000,3000.000000,146214000.000000,0.000000,4275752000.000000,0.000000,52143000.000000,0.000000,63287000.000000,0.000000,3000.000000,0.000000,146214000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40212,198.199.96.210,138.68.177.159,TCP,40212,8080(http-alt),3250147000.000000,63.000000,0.000000,63.000000,12015.000000,190.714286,159.009177,66.000000,413.000000,0.000000,12015.000000,190.714286,190.714286,0.000000,159.009177,0.000000,66.000000,0.000000,413.000000,52421000.000000,63146000.000000,12000.000000,137885000.000000,0.000000,3250147000.000000,0.000000,52421000.000000,0.000000,63146000.000000,0.000000,12000.000000,0.000000,137885000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58644,198.199.96.210,138.68.177.159,TCP,58644,8080(http-alt),2972651000.000000,56.000000,0.000000,56.000000,10881.000000,194.303571,159.512306,66.000000,399.000000,0.000000,10881.000000,194.303571,194.303571,0.000000,159.512306,0.000000,66.000000,0.000000,399.000000,54048000.000000,63273000.000000,21000.000000,140551000.000000,0.000000,2972651000.000000,0.000000,54048000.000000,0.000000,63273000.000000,0.000000,21000.000000,0.000000,140551000.000000
198.199.96.210--138.68.177.159--TCP--55100--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55100,528053000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6439000.000000,28365000.000000,1000.000000,133609000.000000,0.000000,528053000.000000,0.000000,6439000.000000,0.000000,28365000.000000,0.000000,1000.000000,0.000000,133609000.000000
198.199.96.210--138.68.177.159--TCP--58912--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58912,966805000.000000,83.000000,0.000000,83.000000,193074.000000,2326.192771,1125.857408,66.000000,2962.000000,0.000000,193074.000000,2326.192771,2326.192771,0.000000,1125.857408,0.000000,66.000000,0.000000,2962.000000,11790000.000000,36345000.000000,1000.000000,155463000.000000,0.000000,966805000.000000,0.000000,11790000.000000,0.000000,36345000.000000,0.000000,1000.000000,0.000000,155463000.000000
198.199.96.210--138.68.177.159--TCP--40212--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),40212,537718000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6557000.000000,28854000.000000,2000.000000,134257000.000000,0.000000,537718000.000000,0.000000,6557000.000000,0.000000,28854000.000000,0.000000,2000.000000,0.000000,134257000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50072,198.199.96.210,138.68.177.159,TCP,50072,8080(http-alt),4029340000.000000,83.000000,0.000000,83.000000,15267.000000,183.939759,156.765987,66.000000,398.000000,0.000000,15267.000000,183.939759,183.939759,0.000000,156.765987,0.000000,66.000000,0.000000,398.000000,49138000.000000,62766000.000000,4000.000000,136447000.000000,0.000000,4029340000.000000,0.000000,49138000.000000,0.000000,62766000.000000,0.000000,4000.000000,0.000000,136447000.000000
198.199.96.210--138.68.177.159--TCP--43096--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43096,527101000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6428000.000000,28338000.000000,4000.000000,132354000.000000,0.000000,527101000.000000,0.000000,6428000.000000,0.000000,28338000.000000,0.000000,4000.000000,0.000000,132354000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38188,198.199.96.210,138.68.177.159,TCP,38188,8080(http-alt),3862350000.000000,83.000000,0.000000,83.000000,14952.000000,180.144578,155.768915,66.000000,402.000000,0.000000,14952.000000,180.144578,180.144578,0.000000,155.768915,0.000000,66.000000,0.000000,402.000000,47101000.000000,62057000.000000,15000.000000,135968000.000000,0.000000,3862350000.000000,0.000000,47101000.000000,0.000000,62057000.000000,0.000000,15000.000000,0.000000,135968000.000000
198.199.96.210--138.68.177.159--TCP--55612--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55612,796002000.000000,83.000000,0.000000,83.000000,203374.000000,2450.289157,1019.450319,66.000000,2962.000000,0.000000,203374.000000,2450.289157,2450.289157,0.000000,1019.450319,0.000000,66.000000,0.000000,2962.000000,9707000.000000,31565000.000000,6000.000000,135017000.000000,0.000000,796002000.000000,0.000000,9707000.000000,0.000000,31565000.000000,0.000000,6000.000000,0.000000,135017000.000000
